,text,gv_score
10,new 20172018 erin condren lifeplanner offers infinite options as the new school year was approaching i began my hunt for the perfect planner to keep everything in order in past school years a planner was my key to less stress and better time management however i often switched the brand and type of planner i was using at least three times in one school year there was always something that didnt work well for my lifestyle and needs during this years search i ran across the website erin condren and was attracted to the vast personalization capabilities available the 20172018 erin condren lifeplanner by far allows for the most options in a planner and caters to all preferences one may have while this planner is pricier than most coming in at 55 it offers many options to make it align with an individuals personal desires customers first choose the planner size they want then choose and design the front and back covers lastly choose the inside layout of the weekly pages the number of months you want and the color scheme of the pages everything is designed to best fit the type of organization youre looking for as well as what appeals to you in the looks of a planner a huge selling factor was the interchangeable covers the cover snaps into the spiral bound ring and at any time you can go online to design new covers for just 13 this allows me to switch up the look of my planner throughout the year without having to completely switch to another planner,0.9993810716430359
11,hylton hosts curriculum fair on thursday january 10 the administration guidance and faculty hosted a curriculum fair to show incoming freshmen and underclassmen the plethora of class options offered here at hylton in the enclosed cafeteria advanced placement coordinator mrs megan baker organized a presentation to raise awareness for advanced placement classes ap and preap teachers from different subject areas spoke about ap class myths advice for students and general information about the preap program afterwards current ap students presented the benefits of ap classes and what they wish they knew about ap classes before they started taking them this presentation was followed by a presentation on the dual enrollment english 12 class offered here at hylton yearbook journalism and creative writing table with yearbook editors evelyn lindeman senior and madison depalma senior elmer johnson is an eighth grader currently attending saunders middle school im not positive im going to hylton but the curriculum fair helped play a factor in deciding where ill end up going said johnson the foreign language classes are what caught my interest the most especially how you can travel to different countries music table at curriculum fair with choir director mr thomas tutwiler the curriculum fair was also a way for clubs to make themselves known as well sophomore jonah smith is the captain of the robotics team at the curriculum fair the team is target both current hylton students and middle schoolers but with more of a focus on middle schoolers,0.9997006281860122
12,the main path for success its college application season for seniors this brings about big choices and stress but for a college and career counselor such as hyltons mrs main this means time management is crucial and events must be prioritized in order to reach and offer assistance to a whole class of seniors mrs main has worked as the only college and career counselor at hylton for 6 years prior to that she worked at brentsville high school in the same position for 10 years mrs main is responsible for classroom lessons as well as most outreach programs such as military panels college planning night and financial aid night additionally at the end of the year she puts together the senior award ceremony according to mrs main her most important principle is to understand that everyone has different goals for themselves she wants to help them students prepare for whatever their goal is after high school she considers the entire student body and all of the different needs she must meet for the students while she understands college isnt for everyone she gave some advice to seniors about college applications and choosing the right college to spend the next four years of their lives she emphasized organization is key to applications because of the deadlines she indicated the importance of visiting the schools seniors apply to and when it comes to the final decision go to the college that you will be able to blossom go to the college that you will be able to blossom mrs,0.9999668596340434
13,ten great gifts to give on valentines day a lovepop card these unique popup cards are a perfect addition to any gift you can purchase this one on lovepopcardscom for 13 2 artificial flowers rose bear these absolutely adorable bears come in a variety of colors and sizes you can buy them from uredakacom for 1995 3 24k gold dipped rose this luxurious everlasting rose is perfect for someone with expensive taste you can purchase it from ihatestevensingercom for 5995 4 romantic letter in a bottle a letter in a bottle is vintage romantic and would be a fabulous surprise for the receiver you can purchase it from invitationinabottlecom for 2999 5 custom star poster these posters show what the night sky looked like on the datetime thats significant to you and the receiver you can purchase this on etsycom at modernmaparts shop it costs 25 for an 8x10 inch poster 6 coordinates necklace these custom necklaces can be personalized with the coordinates of any place thats special to you and the receiver you can purchase it on etsycom from ziimes shop it costs 3900 7 love letter necklace this personalized gift has a cute custom secret message inside of it you can purchase it from etsycom from millstone accessories shop for 25 8 hello beautiful mini gift set this affordable and fragrant gift is the perfect match for the bath body works lover in your life,0.9979188160440444
14,theater critics corner the bands visit on broadway ten tonys four drama desk awards two obies and the new york drama critics circle award for best musical to just name a few are some of the awards the bands visit has received on and off broadway with awards and reviews like that i was absolutely dying to see this production and i got the chance on october 7 at the ethel barrymore theater in new york city the core plot of the play is that the alexandria ceremonial police orchestra got lost on their way to the israeli town of petah tikvah and end up in the isolated desert town of bet hatikva due to their similar sounding names the band ends up finding a small cafe in the town and the owner dina her employee and a frequent customer kindly take them in for the night during these night stays many subplots are revealed including suicide infidelity and arranged marriages accompanied by instrumental music new stories unfold constantly during the first half of the production i sat there wondering mainly what the play was about there didnt really seem to be any core plot except the fact that the band got lost and they were staying the night however as the play got closer and closer to the end its true meaning came to light,0.9932352943241708
15,bulldogs saving lives hyltons national honor society nhs hosted a blood drive on october 23 more than thirty individuals including teachers and students were able to donate blood potentially saving 90 lives senior maria baig said she was nervous about donating blood for the first time but shared it was quick and she will definitely donate again two people were able to give a power red donation donating two units of blood according to the red cross some individuals can safely donate twice in one sitting construction teacher mr michael nerenberg was one of the two who gave a power red donation nerenberg said it is my civic duty to donate blood senior isaac fuentes said i decided to donate blood because it saves lives and due to the hurricanes the red cross is really in need of blood librarian and blood drive organizer mrs dawn moulen shared why the blood drive means so much to her having had two transfusions this year i felt very personally connected to this cause and felt it necessary to have this blood drive this year said moulen being diagnosed with cancer she is no longer able to donate blood for the cause nhs holds blood drives annually as a service project providing nhss upperclassmen members with a chance to volunteer and earn service hours if you want to learn more about donating blood visit the american red cross at httpswwwredcrossbloodorgdonatebloodhowtodonateeligibilityrequirementshtml,0.999937511712459
16,annual adoptachild fundraiser provides gifts to 93 local children as the holiday season rolls around hylton celebrates by giving back to the local community through its adoptachild fundraiser this years effort led by the student council association sca raised 468124 which exceeded the groups goal of 4000 at 48690 mr bedfords class raised the most money followed by mr nestlebushs class at 40805 and ms schofields class secured the third spot with 36223 the sca encouraged students and staff to donate funds to buy holiday gifts for children in need each homeroom aimed to raise at least 50 to buy holiday gifts for a local child assigned by the untrimatree organization the sca adviser and math teacher sue hunter and members of sca collected and tallied the homerooms funds each day for two weeks on tuesday december 18 sca members went on a shopping field trip to purchase the gifts for the children this year they had enough money to buy gifts for 93 local children sca members with the gifts they purchased sca president dejah robinson posing with all the present they delivered after school all the presents purchased by sca the teachers have expressed how their students are generous to the children on their own i have really good students in my class and i always tell them its my favorite fundraiser of the year its something i really believe in and they see me reach deep into my pockets and they feel like they need to too mr,0.9997633978284984
17,true equality is needed to end rape culture rape and sexual abuse are not words that most people want to hear especially in school nevertheless they are both real and happen too often rape culture penetrates our community from onesided dress codes to our own president of the united states boasting about sexually assaulting women witnessing circumstances such as these is creating a society that normalizes sexual assault which is unhealthy for upcoming generations and may lead to an increase in rapes and sexual assaults true equality is needed for women men and the entire lgbtq community in our society at home and in public in order to decrease rape culture rape culture is used to describe a setting in which rape is pervasive and normalized due to societal attitudes about gender and sexuality examples include but are not limited to rape jokes victim blaming and a justice system that doesnt hold rapists accountable victims of sexual assault deserve to be heard and supported rather then being criticized and bashed for what has happened to them although most common in females 91 rape also coexists within males 9 which surprisingly does not include the lgbtq community in the lgbtq community 64 of transgender people are sexually assaulted at some point in their lifetime according to rainnorg after sexual assault its hard to know how to react,0.9984622461326143
18,presentation de madame kaleigh doan french teacher ms kaleigh doan is in only in her second year of teaching at hylton but she has already won a major award doan was one of two new teachers to be named 2018 pwcs outstanding new teacher of the year while madame doan shared that she always knew she wanted to be a teacher her interest in french grew when she studied french in 10th grade she fell in love with the language her love for french led her to study in nantes france for a year in college after graduating from hope college with a bachelor of arts in french secondary education and english secondary education she spent a year working in montpellier france where she secured a job as an english teaching assistant at lycee jules guesde through the french teaching assistant program her favorite thing about france is the different mentality that they have they take life more slowly theyre not as stressed stated doan doan was drawn to hylton because of its center for international studies and languages cisl program she enjoys the fact that students here are interested in so many different languages proclaiming it makes my job fun students and staff think highly of madame doan sophomore myerya moralescaballero said shes a great teacher because she cares about her students madame doan is an excellent teacher,0.9973519290410259
19,passionate student leader tahsin amin in the running for valedictorian tahsin amin has made the most out of her high school years on top of being a straight a student and having a full list of extracurriculars she is also in the running for valedictorian for the class of 2018 this senior has been on the principals honor roll throughout her whole academic career and is also very involved in school and her community she is a member of national honor society spanish honor society muslim student association girlup woodbridge community club and model united nations and is also a junior volunteer at sentara amin is most passionate about msa its important to educate and clear up the misunderstandings there are out there about me and my fellow muslims and msa gives me the opportunity to do just that said amin amin says it feels surreal to be in the running for valedictorian it is one more thing to add to her list of achievements amin is constantly motivated thanks to her family my parents came to america from bangladesh to provide better opportunities and lives to my sister and me i know how hard they have worked to be here so i make sure to take advantage of that said amin amin plans to attend a four year university and major in biochemistry afterwards she would like to go to medical school and become a pediatrician,0.9999317957221951
20,justin gaspards football obsession senior justin gaspard has a lot of love for hylton and everything the school community has provided for him as gaspard ate his favorite school lunch the crispy chicken he shared that the football program is his favorite thing about hylton he has played football all four years and says that the football program has helped open up opportunities for him mr gryder is his favorite teacher and is also his football coach he has helped train gaspard to be an excellent linebacker outside of school gaspard is constantly watching the game his way of relaxing is eating wings and watching football he says if i am not training then i am watching football to evaluate the linebackers plays as he recovers from a concussion he says not playing the game has taken a toll on him gaspards hard work is his strength i treat every practice like its a game said gaspard football isnt the only thing that matters to me said gaspard he enjoys hanging out with his close friends and his siblings he likes to go out and eat chipotle with his sister jasmine whenever he can even though he trains in the summer gaspard still considers summer break his all time favorite he loves to swim in his pool and relax in his hot tub during the night,0.9987672768938444
21,a day at the pulitzers the gothic architecture of columbia universitys graduate journalism building clashed with the gentrified city that enveloped it i had expected an elegant building for such prestigious awards but certainly not the graduate journalism building which itself looked as if it could fit in with the grecoroman style buildings in dc nonetheless it was the perfect place to hold the awards the building radiated knowledge and deeprooted intellectualism adding onto the significance of the legacy it held of being the first graduate journalism building in the united states the journalism school that pulitzer himself founded the front of columbia universitys graduate journalism building there is a large statue in front of it along with columns decorating the building i strode up the stone steps and into the marble encrusted lobby where a bust of the man of the hour joseph pulitzer stood proud beside a plaque i was then directed to an elevator to seize my opportunity to meet the woman of the hour dana canedy the administrator of the pulitzer prizes canedy herself is a 2001 pulitzer prizewinning journalist for cowriting the series how race is lived in america as well as the first woman the first person of color and the youngest person to ever hold the position of administrator of the prizes upon arriving i was greeted warmly by canedy,0.9894189693110045
22,2019 world language day on thursday march 7 hylton hosted a foreign language day to celebrate cultural diversity the event was held at 220pm in each world language rooms where students were required to pay a 2 ticket for the entrance and pick 3 out of 5 interactive stations of their choice to explore it learn about before ending the event at four oclock,0.9835148532455085
23,music of the month november brockhampton ashlan greymembers of brockhampton known for their avantgarde lyricism and groovy harmonies this hiphop collective was formed in san antonio texas by ian simpson formerly known as kevin abstract in the two short years since they were formed they succeeded in redefining what it means to be a boyband while simultaneously sidestepping standards of masculinity the current seven vocalists of the band are ian simpson ameer vann william merlyn wood dominique dom mclennon simpson matt champion russell joba boring and ciaran bearface mcdonald the remaining members specialize in production and management for the band 2 d altj eric ray davisongus ungerhamilton thom green and joe newman of altj d altj is a band based in leeds england that has yet to find a definitive sound this indecisiveness may sound detrimental to their image but it gives them a flexibility in their music that they have thoroughly embraced especially in their last album relaxer this album contrasts greatly from their freshman and sophomore albums an awesome wave and this is all yours which both consist of soothing melodies and touching ballads relaxer is a bold mix of bass and trumpets with a unique story and even a complementary game on their website songs like adeline which is about a tasmanian devil that falls in love with a human girl give insight to the unusual but beautiful creative process of joe newman the bands lead songwriter,0.9990139191887377
24,the watchdog staff gives thanks heres what makes us most thankful im thankful to lead the watchdog staff working with such a dedicated group of students brings me great joy im grateful for my students and colleagues outside of the classroom my son jayden makes every day bright im fortunate to have supportive family and friends and look forward to spending time with them over the holiday breaks ms brittany bauccio adviser i am thankful to be part of a diverse school community and having the honor to be the editorinchief of the watchdog staff who are hardworking and always make me laugh i am endlessly thankful for my family and friends they hold me up as well as give me motivation and support to reach all of my goals i am truly blessed for all i have in my life and i owe all my thanks to those who have always been there for me ally temple editorinchief i am thankful to be a part of such a welcoming environment alongside the watchdog staff i am grateful for my large family who serves as the best support system i could ask for lastly this year especially i am thankful for the education hylton has provided me with in order to prepare me for college erin mccoy technology editor business coordinator i am thankful to be going to such an exciting and dynamic school,0.999746029569219
25,the grand tour a college adventure essential to the college transition process along with the application recommendations and scholarships is the tour of the grounds one must be able to see themselves living studying and socializing in the environment before accepting an offer and so thats just what i along with other hylton seniors did on oct 19 we visited james madison university the university of virginia and the university of mary washington my reactions were mostly positive but there were some things i did not enjoy here are my results jmu james madison university the first school i visited was james madison and it was not what i had expected at all the campus was very bright and modern the tour guide i had was friendly and the food was very good in fact the salad bar and burgers from the dining hall were incredible being a person interested in technology i was pleased to see the amount of students in one of the areas studying on hightech macbooks and windows laptops the university offers a large variety of clubs and courses students can take overall the atmosphere was very welcoming however there were a few cons unless youre an athletic person you probably wont appreciate the amount of hills on the campus itself sure there are buses and even a train but they may not run on the same schedule as you,0.9988673383107555
26,local summer college programs that are guaranteed to prepare you for the future college a seemingly daunting and usually inevitable task for most high schoolers while it may seem scary many colleges have precollege programs to allow high school students to get a taste of campus life and often college credits too these are some of the best programs the dc maryland and virginia area dmv has to offer for the summer of 20182019 1 the college of william marys precollege summer program in early american history tuition 4200 financial aid is offered for those who qualify duration june 23july 13 session 1 july 14august 3 session 2 the program offers rising juniors and seniors the opportunity to spend three weeks studying early american history while living on the william mary main campus those who complete the full program will receive four hours of transferable college credit students will travel daily to museums battlefields archeology sites and meet professional curators and historians students will also participate in an archeological dig you can apply and get more information here httpswwwwmeduasniahdprecollegiatesummerapplyindexphp 2 george washington universitys summer immersionsummer intensivesummer exposure programs tuition 3800 scholarship opportunities are available duration june 30july 12 session 1 july 14july 26 session 2 july 28august 9 session 3 this program offers rising sophomores juniors and seniors a taste of dc and college life,0.998893363242238
27,bulldog detectives to the scene are you interested in solving mysteries and investigating crime scenes if so you may be interested in a new class forensics in this class students will learn how to analyze a crime scene and become an investigator hylton chemistry teacher ms lesley johnson said that she and hylton chemistry teacher ms patricia scronce are working towards completing their certification to teach the course next year this class will be offered through the science department since it involves chemistry students must have successfully passed chemistry i to enroll in the course many students are looking forward to taking the class next year junior simran khan said i am excited to take this class because it relates to my favorite television shows and is something i might be interested in pursuing as a career junior crystal hernandez said i am happy that hylton is offering this class my final year of high school since im interested in mystery and crime ms johnson said that for one activity the classroom will be set up as a crime scene to give students the feeling of being a crime scene investigator if youre interested in solving mysteries then ask your science teacher or counselor about forensics,0.9991981659143953
28,mr campagna makes education work for all mr joseph campagna has been working at hylton as a special education teacher for 12 years prior to that he taught at freedom high school in pwcs and chantilly high school in fairfax county public schools fcps at one point mr campagna thought about becoming a firefighter but he was told in an interview that he would have to stop coaching football and boys lacrosse that was a deal breaker for mr campagna so he decided to stick with teaching and made his move to hylton he came to be a special education teacher by accident he began college as a business major but the first math classes were very difficult his college adviser recommended he attend an event working with kids and adults with special needs at ohio state university during his first session he met a young girl with autism who made an immediate connection to him and no one else not even her parents at that moment he knew working with students with special needs was what he was meant to do mr campagna graduated from ohio wesleyan university with a bachelors degree in physical education with a concentration in special education later he earned his masters degree in special education from the university of phoenix mr campagna is happy with his choice and still loves his job,0.9743033664217946
29,hylton and forest park rivalry renewed every year two teams clash at the end of the regular football season both teams are fighting for playoff seeding but most importantly for dominance of spriggs road this is not just any ordinary rivalry hylton and forest park reside on opposite ends of spriggs road many bulldogs had to choose to attend hylton or forest park and many have been betrayed by friends becoming bruins instead this rivalry will be renewed on nov 3 and spriggs is up for grabs once again hylton has owned this rivalry for the past decade and a half hylton has beaten forest park every year for over 13 years maxprepps the bulldogs never fear a bruin last year hylton routed the bruins on their way to a 34 17 win they look to duplicate the winning tradition on friday the bulldogs currently sit at a 7 3 record hoping to end the regular season with a win before going into the playoffs i see it being a blowout jordan rojas when asked about the importance of this game senior defensive lineman jordan rojas said we have to keep the pressure going and let them know that they have to defend im gonna go hard each play taking it down by down im pretty sure theyre gonna break they cant keep up with us said rojas,0.9993893573307848
30,the lunar new year should be a national holiday imagine going to school on thanksgiving or christmas it wouldnt be ideal would it what about those students who celebrate the lunar new year the lunar new year or chinese new year is a holiday celebrated by a majority of asian countries including china korea vietnam and the philippines the chinese zodiac calendar this holiday is based off of is different from the one the rest of the world uses chinese new year is celebrated on a different day each year around the same time this year it falls on february 16th and it is the year of the dog chinese new year isnt a religious holiday but a time to reunite with loved ones have a gigantic feast of a dinner clean the house to get rid of bad spirits and to welcome in the new year parents usually tend to get a chinese new year bonus in their paychecks and children get red envelopes from adult relatives filled with money being a chineseamerican myself this holiday has always been my favorite time of the year growing up i always got new pairs of jeans a superstition lots of red envelopes with money my only source of income at seven years old and ate delicious food with the combined pressure of staying on top of class work homework and tests particularly for advanced placement classes the thought of missing a day of school for the holiday is totally out of the question,0.9986473595866926
31,dont give up in the final stretch as the last weeks of school are rolling in and the third quarter wraps up students tend to feel burnt out at this point of the year the warm weather and thoughts of summer break sound much more appealing than quizzes in fourth period and homework whether youve lost motivation or just need a quick reminder of why youre still in school here are some tips on how to get through the last two and a half ish months 1 set a schedule time management is important and every second of your day matters write down all the assignments you need to accomplish and map out how long it will take purchase a monthly planner there are some sold at the dollar tree if youre balling on a budget and write down everything thats due so that you can see all the things you have to do at a glance that way you can pace yourself 2 what you do now sets the tone for the future old habits die hard so form good school habits now do homework as soon as you get home dont procrastinate your ways will carry on into the next school year then into college and before you know it the rest of your life 3 think about college not only do colleges look at your junior year grades but every grade youve gotten since freshman year,0.9989248511336698
32,lets go andiamo to verona italy from march 2130 eleven hylton students spent their spring break trip in verona italy hylton students attended lavinia mondin a private school in verona along with their italian host students in addition to traveling to italy a few hylton students also had the opportunity to host an italian student this was a cultural experience for students to learn more about the italian lifestyle and draw parallels to their own communities freshman victoria miranda said the experience was enlightening i did not know what it was going to be like said miranda although the classroom set up was a little different in italy both schools engage students in class discussions and ask students to complete independent work assistant principal and cisl coordinator betsy campagna said i had the opportunity to observe the classes and see teachers using some of the same methods that our teachers use they gave me some ideas and some things to consider senior sonrisa oneal said i liked how they take verbal tests and if hylton did that i feel like it would be easier explaining it than circling a b or c just like at hylton lavinia mondin offers both english and spanish courses but all italian students are expected to learn english students in the program noticed many cultural differences which broadened their understandings of their own culture along with a new one,0.9996223295403056
33,the golden circle kingsmans salute to action fans everywhere there are three qualities that make action movies great the plot progresses well the characters feel real and the scenes are gripping and take advantage of the viewers senses these are essential for a movie to do well at the box office matthew vaughn does this and more in the movie kingsman the golden circle the movie improves on the original movies acclaim yet it keeps the charm the series is known for this film is truly the best currently at the box office set after the events of the first escapade the kingsmen find their headquarters to be destroyed finding new allies in an organization known as statesman the two teams join forces to take out the threat holding the world hostage the films british and american cast perform extremely well star actors include elton john colin firth and halle berry the sound design is also top notch every action scene was accompanied by a certain effect that kept me on the edge of my seat i havent enjoyed an action movie in theaters for a while but kingsman truly turned that around for me the golden circle has made a combined gross total of 116 million at the box office so its safe to assume it will make back its production cost of 104 million and then a lot more than that by the time its finally pulled out from theaters,0.9894224753364609
34,hylton community safe but not sound a secure the building was declared at hylton shortly before dismissal on tuesday april 30 2019 everyone was getting ready to leave the classroom said sophomore siana koulefianou we had our backpacks on and were standing near the door after mr cassadys announcement we were unsure what to do according to the pwcs crisis management plan accessed may 6 a secure the building status is initiated when there is a general threat in the vicinity of the school such as a police suspect on the run regional event such as the sniper shooting or 911 or any violent crime in the area the education process continues during a secure the building the school is secured from outside entry but students can still exit classrooms for bathroom and water while some students and staff were panicked other teachers trusted that it was a typical secure the building indicating that something was going on near the school many students remained calm they just wanted to eat and use the restroom they wondered what was going on and when they would be free to go home we had the news broadcast on the smart board and our teacher was telling us the information that she was getting said senior vince blevins other than that we were mainly hanging out our class is right next to the commons and there were lots of people in my classroom,0.9965395295433105
